Name,Link,Subcategory
James Michael Lisy,https://en.wikipedia.org/wiki/James_Michael_Lisy,Physicists
Arthur Eugene Livingston,https://en.wikipedia.org/wiki/Arthur_Eugene_Livingston,Physicists
Gilbert George Lonzarich,https://en.wikipedia.org/wiki/Gilbert_George_Lonzarich,Physicists
Ludwig Flamm,https://en.wikipedia.org/wiki/Ludwig_Flamm,Physicists
Jianpeng Ma,https://en.wikipedia.org/wiki/Jianpeng_Ma,Physicists
Sadamichi Maekawa,https://en.wikipedia.org/wiki/Sadamichi_Maekawa,Physicists
Christian Mailhiot,https://en.wikipedia.org/wiki/Christian_Mailhiot,Physicists
Richard Majeski,https://en.wikipedia.org/wiki/Richard_Majeski,Physicists
Mujeeb R. Malik,https://en.wikipedia.org/wiki/Mujeeb_R._Malik,Physicists
Gerald E. Marsh,https://en.wikipedia.org/wiki/Gerald_E._Marsh,Physicists
Patrick L. McGaughey,https://en.wikipedia.org/wiki/Patrick_L._McGaughey,Physicists
Noemi Mirkin,https://en.wikipedia.org/wiki/Noemi_Mirkin,Physicists
Klaus Molmer,https://en.wikipedia.org/wiki/Klaus_Molmer,Physicists
Larry A. Nagahara,https://en.wikipedia.org/wiki/Larry_A._Nagahara,Physicists
Peter Norreys,https://en.wikipedia.org/wiki/Peter_Norreys,Physicists
Ci-Ling Pan,https://en.wikipedia.org/wiki/Ci-Ling_Pan,Physicists
Kit Parker,https://en.wikipedia.org/wiki/Kit_Parker,Physicists
Udo Pernisz,https://en.wikipedia.org/wiki/Udo_Pernisz,Physicists
Daniel Phillips (physicist),https://en.wikipedia.org/wiki/Daniel_Phillips_(physicist),Physicists
Stephen B. Pope,https://en.wikipedia.org/wiki/Stephen_B._Pope,Physicists
Bern Porter,https://en.wikipedia.org/wiki/Bern_Porter,Physicists
James V. Porto,https://en.wikipedia.org/wiki/James_V._Porto,Physicists
David Wixon Pratt,https://en.wikipedia.org/wiki/David_Wixon_Pratt,Physicists
Stephen Turnham Pratt,https://en.wikipedia.org/wiki/Stephen_Turnham_Pratt,Physicists
Vladimir Prigodin,https://en.wikipedia.org/wiki/Vladimir_Prigodin,Physicists
Jianming Qian,https://en.wikipedia.org/wiki/Jianming_Qian,Physicists
George W. Rayfield,https://en.wikipedia.org/wiki/George_W._Rayfield,Physicists
Mario Reis (physicist),https://en.wikipedia.org/wiki/Mario_Reis_(physicist),Physicists
Shang-Fen Ren,https://en.wikipedia.org/wiki/Shang-Fen_Ren,Physicists
Peter James Reynolds,https://en.wikipedia.org/wiki/Peter_James_Reynolds,Physicists
Stephen P. Reynolds,https://en.wikipedia.org/wiki/Stephen_P._Reynolds,Physicists
Allan Rosencwaig,https://en.wikipedia.org/wiki/Allan_Rosencwaig,Physicists
Jan Rost,https://en.wikipedia.org/wiki/Jan_Rost,Physicists
Alessandro G. Ruggiero,https://en.wikipedia.org/wiki/Alessandro_G._Ruggiero,Physicists
Óscar Saavedra San Martín,https://en.wikipedia.org/wiki/%C3%93scar_Saavedra_San_Mart%C3%ADn,Physicists
Werner Sandhas,https://en.wikipedia.org/wiki/Werner_Sandhas,Physicists
Alan Schoen,https://en.wikipedia.org/wiki/Alan_Schoen,Physicists
Dan Shapira,https://en.wikipedia.org/wiki/Dan_Shapira,Physicists
Bradley Marc Sherrill,https://en.wikipedia.org/wiki/Bradley_Marc_Sherrill,Physicists
Leonid Shkadov,https://en.wikipedia.org/wiki/Leonid_Shkadov,Physicists
Warren Keith Sinclair,https://en.wikipedia.org/wiki/Warren_Keith_Sinclair,Physicists
Santosh Kumar Srivastava,https://en.wikipedia.org/wiki/Santosh_Kumar_Srivastava,Physicists
John W. Staples,https://en.wikipedia.org/wiki/John_W._Staples,Physicists
Frank Steglich,https://en.wikipedia.org/wiki/Frank_Steglich,Physicists
Leo Stodolsky,https://en.wikipedia.org/wiki/Leo_Stodolsky,Physicists
Albert Stolow,https://en.wikipedia.org/wiki/Albert_Stolow,Physicists
Stephen Streiffer,https://en.wikipedia.org/wiki/Stephen_Streiffer,Physicists
Boris Svistunov,https://en.wikipedia.org/wiki/Boris_Svistunov,Physicists
Stavros Tavoularis,https://en.wikipedia.org/wiki/Stavros_Tavoularis,Physicists
Robert Thalén,https://en.wikipedia.org/wiki/Robert_Thal%C3%A9n,Physicists
Edwin Lorimer Thomas,https://en.wikipedia.org/wiki/Edwin_Lorimer_Thomas,Physicists
Erio Tosatti,https://en.wikipedia.org/wiki/Erio_Tosatti,Physicists
Jüergen Troe,https://en.wikipedia.org/wiki/J%C3%BCergen_Troe,Physicists
Sergio Ulloa,https://en.wikipedia.org/wiki/Sergio_Ulloa,Physicists
Konstantin L. Vodopyanov,https://en.wikipedia.org/wiki/Konstantin_L._Vodopyanov,Physicists
Raymond Volkas,https://en.wikipedia.org/wiki/Raymond_Volkas,Physicists
Chris I. Westbrook,https://en.wikipedia.org/wiki/Chris_I._Westbrook,Physicists
Donald Ray Wiff,https://en.wikipedia.org/wiki/Donald_Ray_Wiff,Physicists
Ruqian Wu,https://en.wikipedia.org/wiki/Ruqian_Wu,Physicists
Xincheng Xie,https://en.wikipedia.org/wiki/Xincheng_Xie,Physicists
Pui-Kuen Yeung,https://en.wikipedia.org/wiki/Pui-Kuen_Yeung,Physicists
Leonid Zakharov,https://en.wikipedia.org/wiki/Leonid_Zakharov,Physicists
Anvar Zakhidov,https://en.wikipedia.org/wiki/Anvar_Zakhidov,Physicists
Joseph A. Zasadzinski,https://en.wikipedia.org/wiki/Joseph_A._Zasadzinski,Physicists
Oleg Zatsarinny,https://en.wikipedia.org/wiki/Oleg_Zatsarinny,Physicists
Clarence Zener,https://en.wikipedia.org/wiki/Clarence_Zener,Physicists
Dieter Zeppenfeld,https://en.wikipedia.org/wiki/Dieter_Zeppenfeld,Physicists
Wikipedia:FAQ/Categorization,https://en.wikipedia.org/wiki/Wikipedia:FAQ/Categorization#Why_might_a_category_list_not_be_up_to_date?,Physics awards
Albert Einstein World Award of Science,https://en.wikipedia.org/wiki/Albert_Einstein_World_Award_of_Science,Physics awards
Alexander Hollaender Award in Biophysics,https://en.wikipedia.org/wiki/Alexander_Hollaender_Award_in_Biophysics,Physics awards
Alfredo di Braccio Award,https://en.wikipedia.org/wiki/Alfredo_di_Braccio_Award,Physics awards
Gregori Aminoff Prize,https://en.wikipedia.org/wiki/Gregori_Aminoff_Prize,Physics awards
Arctowski Medal,https://en.wikipedia.org/wiki/Arctowski_Medal,Physics awards
Aryabhata Award,https://en.wikipedia.org/wiki/Aryabhata_Award,Physics awards
Batchelor Prize,https://en.wikipedia.org/wiki/Batchelor_Prize,Physics awards
Blaise Pascal Chair,https://en.wikipedia.org/wiki/Blaise_Pascal_Chair,Physics awards
Bogolyubov Prize,https://en.wikipedia.org/wiki/Bogolyubov_Prize,Physics awards
Bogolyubov Prize (NASU),https://en.wikipedia.org/wiki/Bogolyubov_Prize_(NASU),Physics awards
Bogolyubov Prize for young scientists,https://en.wikipedia.org/wiki/Bogolyubov_Prize_for_young_scientists,Physics awards
Niels Bohr International Gold Medal,https://en.wikipedia.org/wiki/Niels_Bohr_International_Gold_Medal,Physics awards
Boltzmann Medal,https://en.wikipedia.org/wiki/Boltzmann_Medal,Physics awards
Ludwig Boltzmann Prize,https://en.wikipedia.org/wiki/Ludwig_Boltzmann_Prize,Physics awards
Breakthrough Prize in Fundamental Physics,https://en.wikipedia.org/wiki/Breakthrough_Prize_in_Fundamental_Physics,Physics awards
Harold Brown Award,https://en.wikipedia.org/wiki/Harold_Brown_Award,Physics awards
CAP-CRM Prize in Theoretical and Mathematical Physics,https://en.wikipedia.org/wiki/CAP-CRM_Prize_in_Theoretical_and_Mathematical_Physics,Physics awards
Charles Hard Townes Medal,https://en.wikipedia.org/wiki/Charles_Hard_Townes_Medal,Physics awards
Comstock Prize in Physics,https://en.wikipedia.org/wiki/Comstock_Prize_in_Physics,Physics awards
Copley Medal,https://en.wikipedia.org/wiki/Copley_Medal,Physics awards
Demidov Prize,https://en.wikipedia.org/wiki/Demidov_Prize,Physics awards
Dirac Medal,https://en.wikipedia.org/wiki/Dirac_Medal,Physics awards
Eddington Medal,https://en.wikipedia.org/wiki/Eddington_Medal,Physics awards
Edison Volta Prize,https://en.wikipedia.org/wiki/Edison_Volta_Prize,Physics awards
Einstein Prize for Laser Science,https://en.wikipedia.org/wiki/Einstein_Prize_for_Laser_Science,Physics awards
Albert Einstein Award,https://en.wikipedia.org/wiki/Albert_Einstein_Award,Physics awards
Albert Einstein Medal,https://en.wikipedia.org/wiki/Albert_Einstein_Medal,Physics awards
Enrico Fermi Award,https://en.wikipedia.org/wiki/Enrico_Fermi_Award,Physics awards
Enrico Fermi Prize,https://en.wikipedia.org/wiki/Enrico_Fermi_Prize,Physics awards
First Step to Nobel Prize in Physics,https://en.wikipedia.org/wiki/First_Step_to_Nobel_Prize_in_Physics,Physics awards
Friedmann Prize,https://en.wikipedia.org/wiki/Friedmann_Prize,Physics awards
List of Fritz London Memorial Prizes,https://en.wikipedia.org/wiki/List_of_Fritz_London_Memorial_Prizes,Physics awards
Günther Laukien Prize,https://en.wikipedia.org/wiki/G%C3%BCnther_Laukien_Prize,Physics awards
H. C. Ørsted Medal,https://en.wikipedia.org/wiki/H._C._%C3%98rsted_Medal,Physics awards
Haitinger Prize,https://en.wikipedia.org/wiki/Haitinger_Prize,Physics awards
Hector Memorial Medal,https://en.wikipedia.org/wiki/Hector_Memorial_Medal,Physics awards
IEEE Heinrich Hertz Medal,https://en.wikipedia.org/wiki/IEEE_Heinrich_Hertz_Medal,Physics awards
Henri Poincaré Prize,https://en.wikipedia.org/wiki/Henri_Poincar%C3%A9_Prize,Physics awards
Hughes Medal,https://en.wikipedia.org/wiki/Hughes_Medal,Physics awards
I. I. Rabi Award,https://en.wikipedia.org/wiki/I._I._Rabi_Award,Physics awards
Infosys Prize,https://en.wikipedia.org/wiki/Infosys_Prize,Physics awards
International Dennis Gabor Award,https://en.wikipedia.org/wiki/International_Dennis_Gabor_Award,Physics awards
J. Robert Oppenheimer Memorial Prize,https://en.wikipedia.org/wiki/J._Robert_Oppenheimer_Memorial_Prize,Physics awards
Jacques Herbrand Prize,https://en.wikipedia.org/wiki/Jacques_Herbrand_Prize,Physics awards
John Price Wetherill Medal,https://en.wikipedia.org/wiki/John_Price_Wetherill_Medal,Physics awards
John Stewart Bell Prize,https://en.wikipedia.org/wiki/John_Stewart_Bell_Prize,Physics awards
Oskar Klein Memorial Lecture,https://en.wikipedia.org/wiki/Oskar_Klein_Memorial_Lecture,Physics awards
Klopsteg Memorial Award,https://en.wikipedia.org/wiki/Klopsteg_Memorial_Award,Physics awards
Klung Wilhelmy Science Award,https://en.wikipedia.org/wiki/Klung_Wilhelmy_Science_Award,Physics awards
Kotcherlakota Rangadhama Rao Memorial Lecture Award,https://en.wikipedia.org/wiki/Kotcherlakota_Rangadhama_Rao_Memorial_Lecture_Award,Physics awards
Kurchatov Medal,https://en.wikipedia.org/wiki/Kurchatov_Medal,Physics awards
Landau Gold Medal,https://en.wikipedia.org/wiki/Landau_Gold_Medal,Physics awards
Leconte Prize,https://en.wikipedia.org/wiki/Leconte_Prize,Physics awards
Heinz Maier-Leibnitz-Preis,https://en.wikipedia.org/wiki/Heinz_Maier-Leibnitz-Preis,Physics awards
Lieben Prize,https://en.wikipedia.org/wiki/Lieben_Prize,Physics awards
Lise Meitner Distinguished Lecture,https://en.wikipedia.org/wiki/Lise_Meitner_Distinguished_Lecture,Physics awards
Lorentz Medal,https://en.wikipedia.org/wiki/Lorentz_Medal,Physics awards
Thomas Ranken Lyle Medal,https://en.wikipedia.org/wiki/Thomas_Ranken_Lyle_Medal,Physics awards
Matteucci Medal,https://en.wikipedia.org/wiki/Matteucci_Medal,Physics awards
Medard W. Welch Award,https://en.wikipedia.org/wiki/Medard_W._Welch_Award,Physics awards
Luigi G. Napolitano Award,https://en.wikipedia.org/wiki/Luigi_G._Napolitano_Award,Physics awards
National Prize for Exact Sciences (Chile),https://en.wikipedia.org/wiki/National_Prize_for_Exact_Sciences_(Chile),Physics awards
Louis Néel Medal,https://en.wikipedia.org/wiki/Louis_N%C3%A9el_Medal,Physics awards
Niels Bohr Institute,https://en.wikipedia.org/wiki/Niels_Bohr_Institute,Physics awards
Nishina Memorial Prize,https://en.wikipedia.org/wiki/Nishina_Memorial_Prize,Physics awards
Nobel Prize in Physics,https://en.wikipedia.org/wiki/Nobel_Prize_in_Physics,Physics awards
Giuseppe Occhialini Medal and Prize,https://en.wikipedia.org/wiki/Giuseppe_Occhialini_Medal_and_Prize,Physics awards
Oersted Medal,https://en.wikipedia.org/wiki/Oersted_Medal,Physics awards
Om Prakash Bhasin Award,https://en.wikipedia.org/wiki/Om_Prakash_Bhasin_Award,Physics awards
Pawsey Medal,https://en.wikipedia.org/wiki/Pawsey_Medal,Physics awards
Peter Mark Memorial award,https://en.wikipedia.org/wiki/Peter_Mark_Memorial_award,Physics awards
Pomeranchuk Prize,https://en.wikipedia.org/wiki/Pomeranchuk_Prize,Physics awards
Bruno Pontecorvo Prize,https://en.wikipedia.org/wiki/Bruno_Pontecorvo_Prize,Physics awards
Ampère Prize,https://en.wikipedia.org/wiki/Amp%C3%A8re_Prize,Physics awards
Rayleigh Medal,https://en.wikipedia.org/wiki/Rayleigh_Medal,Physics awards
Richtmyer Memorial Award,https://en.wikipedia.org/wiki/Richtmyer_Memorial_Award,Physics awards
Robert A. Millikan award,https://en.wikipedia.org/wiki/Robert_A._Millikan_award,Physics awards
Rumford Prize,https://en.wikipedia.org/wiki/Rumford_Prize,Physics awards
Russell Varian Prize,https://en.wikipedia.org/wiki/Russell_Varian_Prize,Physics awards
Rutherford Medal (Royal Society of New Zealand),https://en.wikipedia.org/wiki/Rutherford_Medal_(Royal_Society_of_New_Zealand),Physics awards
Sackler Prize,https://en.wikipedia.org/wiki/Sackler_Prize,Physics awards
Abdus Salam Award,https://en.wikipedia.org/wiki/Abdus_Salam_Award,Physics awards
Karl Scheel Prize,https://en.wikipedia.org/wiki/Karl_Scheel_Prize,Physics awards
Shaw Prize,https://en.wikipedia.org/wiki/Shaw_Prize,Physics awards
Sloan Research Fellowship,https://en.wikipedia.org/wiki/Sloan_Research_Fellowship,Physics awards
R W B Stephens Medal,https://en.wikipedia.org/wiki/R_W_B_Stephens_Medal,Physics awards
Stern–Gerlach Medal,https://en.wikipedia.org/wiki/Stern%E2%80%93Gerlach_Medal,Physics awards
Three Physicists Prize,https://en.wikipedia.org/wiki/Three_Physicists_Prize,Physics awards
Tomassoni awards,https://en.wikipedia.org/wiki/Tomassoni_awards,Physics awards
Tyndall Medal,https://en.wikipedia.org/wiki/Tyndall_Medal,Physics awards
UNESCO Niels Bohr Medal,https://en.wikipedia.org/wiki/UNESCO_Niels_Bohr_Medal,Physics awards
VASVIK Industrial Research Award,https://en.wikipedia.org/wiki/VASVIK_Industrial_Research_Award,Physics awards
Volta Prize,https://en.wikipedia.org/wiki/Volta_Prize,Physics awards
Walter Boas Medal,https://en.wikipedia.org/wiki/Walter_Boas_Medal,Physics awards
Wigner Medal,https://en.wikipedia.org/wiki/Wigner_Medal,Physics awards
Wolf Prize in Physics,https://en.wikipedia.org/wiki/Wolf_Prize_in_Physics,Physics awards
A B Wood Medal,https://en.wikipedia.org/wiki/A_B_Wood_Medal,Physics awards
Wikipedia:FAQ/Categorization,https://en.wikipedia.org/wiki/Wikipedia:FAQ/Categorization#Why_might_a_category_list_not_be_up_to_date?,Equations of physics
Bethe–Salpeter equation,https://en.wikipedia.org/wiki/Bethe%E2%80%93Salpeter_equation,Equations of physics
Boltzmann equation,https://en.wikipedia.org/wiki/Boltzmann_equation,Equations of physics
Breit equation,https://en.wikipedia.org/wiki/Breit_equation,Equations of physics
Chandrasekhar's white dwarf equation,https://en.wikipedia.org/wiki/Chandrasekhar%27s_white_dwarf_equation,Equations of physics
Chrystal's equation,https://en.wikipedia.org/wiki/Chrystal%27s_equation,Equations of physics
Constitutive equation,https://en.wikipedia.org/wiki/Constitutive_equation,Equations of physics
Convection–diffusion equation,https://en.wikipedia.org/wiki/Convection%E2%80%93diffusion_equation,Equations of physics
D'Alembert's equation,https://en.wikipedia.org/wiki/D%27Alembert%27s_equation,Equations of physics
Defining equation (physics),https://en.wikipedia.org/wiki/Defining_equation_(physics),Equations of physics
Dirac equation in the algebra of physical space,https://en.wikipedia.org/wiki/Dirac_equation_in_the_algebra_of_physical_space,Equations of physics
Einstein field equations,https://en.wikipedia.org/wiki/Einstein_field_equations,Equations of physics
Einstein–Rosen metric,https://en.wikipedia.org/wiki/Einstein%E2%80%93Rosen_metric,Equations of physics
Electromagnetic wave equation,https://en.wikipedia.org/wiki/Electromagnetic_wave_equation,Equations of physics
Elliott formula,https://en.wikipedia.org/wiki/Elliott_formula,Equations of physics
Emden–Chandrasekhar equation,https://en.wikipedia.org/wiki/Emden%E2%80%93Chandrasekhar_equation,Equations of physics
Equations of motion,https://en.wikipedia.org/wiki/Equations_of_motion,Equations of physics
Euler's differential equation,https://en.wikipedia.org/wiki/Euler%27s_differential_equation,Equations of physics
Fresnel equations,https://en.wikipedia.org/wiki/Fresnel_equations,Equations of physics
Froissart–Stora equation,https://en.wikipedia.org/wiki/Froissart%E2%80%93Stora_equation,Equations of physics
Gordon Decomposition,https://en.wikipedia.org/wiki/Gordon_Decomposition,Equations of physics
Klein–Gordon equation,https://en.wikipedia.org/wiki/Klein%E2%80%93Gordon_equation,Equations of physics
Landau–Lifshitz–Gilbert equation,https://en.wikipedia.org/wiki/Landau%E2%80%93Lifshitz%E2%80%93Gilbert_equation,Equations of physics
Liouville–Bratu–Gelfand equation,https://en.wikipedia.org/wiki/Liouville%E2%80%93Bratu%E2%80%93Gelfand_equation,Equations of physics
List of electromagnetism equations,https://en.wikipedia.org/wiki/List_of_electromagnetism_equations,Equations of physics
List of equations in classical mechanics,https://en.wikipedia.org/wiki/List_of_equations_in_classical_mechanics,Equations of physics
List of equations in fluid mechanics,https://en.wikipedia.org/wiki/List_of_equations_in_fluid_mechanics,Equations of physics
List of equations in gravitation,https://en.wikipedia.org/wiki/List_of_equations_in_gravitation,Equations of physics
List of equations in nuclear and particle physics,https://en.wikipedia.org/wiki/List_of_equations_in_nuclear_and_particle_physics,Equations of physics
List of equations in quantum mechanics,https://en.wikipedia.org/wiki/List_of_equations_in_quantum_mechanics,Equations of physics
List of equations in wave theory,https://en.wikipedia.org/wiki/List_of_equations_in_wave_theory,Equations of physics
List of photonics equations,https://en.wikipedia.org/wiki/List_of_photonics_equations,Equations of physics
List of relativistic equations,https://en.wikipedia.org/wiki/List_of_relativistic_equations,Equations of physics
List of textbooks in electromagnetism,https://en.wikipedia.org/wiki/List_of_textbooks_in_electromagnetism,Equations of physics
Maxwell's equations,https://en.wikipedia.org/wiki/Maxwell%27s_equations,Equations of physics
Microplane model for constitutive laws of materials,https://en.wikipedia.org/wiki/Microplane_model_for_constitutive_laws_of_materials,Equations of physics
Nahm equations,https://en.wikipedia.org/wiki/Nahm_equations,Equations of physics
Numerical solution of the convection–diffusion equation,https://en.wikipedia.org/wiki/Numerical_solution_of_the_convection%E2%80%93diffusion_equation,Equations of physics
Poisson's equation,https://en.wikipedia.org/wiki/Poisson%27s_equation,Equations of physics
Quadrupole formula,https://en.wikipedia.org/wiki/Quadrupole_formula,Equations of physics
Quantum KZ equations,https://en.wikipedia.org/wiki/Quantum_KZ_equations,Equations of physics
Rarita–Schwinger equation,https://en.wikipedia.org/wiki/Rarita%E2%80%93Schwinger_equation,Equations of physics
Relativistic wave equations,https://en.wikipedia.org/wiki/Relativistic_wave_equations,Equations of physics
Semiconductor Bloch equations,https://en.wikipedia.org/wiki/Semiconductor_Bloch_equations,Equations of physics
Sine-Gordon equation,https://en.wikipedia.org/wiki/Sine-Gordon_equation,Equations of physics
Strange–Rahman–Smith equation,https://en.wikipedia.org/wiki/Strange%E2%80%93Rahman%E2%80%93Smith_equation,Equations of physics
Thomas–Fermi equation,https://en.wikipedia.org/wiki/Thomas%E2%80%93Fermi_equation,Equations of physics
Two-body Dirac equations,https://en.wikipedia.org/wiki/Two-body_Dirac_equations,Equations of physics
Von Foerster equation,https://en.wikipedia.org/wiki/Von_Foerster_equation,Equations of physics
Yang–Baxter equation,https://en.wikipedia.org/wiki/Yang%E2%80%93Baxter_equation,Equations of physics
Wikipedia:FAQ/Categorization,https://en.wikipedia.org/wiki/Wikipedia:FAQ/Categorization#Why_might_a_category_list_not_be_up_to_date?,Physics events
Asian Physics Olympiad,https://en.wikipedia.org/wiki/Asian_Physics_Olympiad,Physics events
International Conference of Physics Students,https://en.wikipedia.org/wiki/International_Conference_of_Physics_Students,Physics events
International Physics Olympiad,https://en.wikipedia.org/wiki/International_Physics_Olympiad,Physics events
IYPT 2011,https://en.wikipedia.org/wiki/IYPT_2011,Physics events
Poincaré Seminars,https://en.wikipedia.org/wiki/Poincar%C3%A9_Seminars,Physics events
POISK Centre,https://en.wikipedia.org/wiki/POISK_Centre,Physics events
Romanian Master of Mathematics and Sciences,https://en.wikipedia.org/wiki/Romanian_Master_of_Mathematics_and_Sciences,Physics events
Ukrainian Physicists' Tournament for University Students,https://en.wikipedia.org/wiki/Ukrainian_Physicists%27_Tournament_for_University_Students,Physics events
World Year of Physics 2005,https://en.wikipedia.org/wiki/World_Year_of_Physics_2005,Physics events
Wikipedia:FAQ/Categorization,https://en.wikipedia.org/wiki/Wikipedia:FAQ/Categorization#Why_might_a_category_list_not_be_up_to_date?,Physics in fiction
Apergy,https://en.wikipedia.org/wiki/Apergy,Physics in fiction
The Big Bang Theory,https://en.wikipedia.org/wiki/The_Big_Bang_Theory,Physics in fiction
Calabi-Yau (play),https://en.wikipedia.org/wiki/Calabi-Yau_(play),Physics in fiction
Copenhagen (play),https://en.wikipedia.org/wiki/Copenhagen_(play),Physics in fiction
Dark matter in fiction,https://en.wikipedia.org/wiki/Dark_matter_in_fiction,Physics in fiction
Electrolaser,https://en.wikipedia.org/wiki/Electrolaser,Physics in fiction
Faster-than-light,https://en.wikipedia.org/wiki/Faster-than-light,Physics in fiction
Faster-than-light communication,https://en.wikipedia.org/wiki/Faster-than-light_communication,Physics in fiction
Force field (fiction),https://en.wikipedia.org/wiki/Force_field_(fiction),Physics in fiction
Half-Life (video game),https://en.wikipedia.org/wiki/Half-Life_(video_game),Physics in fiction
Holtzman effect,https://en.wikipedia.org/wiki/Holtzman_effect,Physics in fiction
Hypertime,https://en.wikipedia.org/wiki/Hypertime,Physics in fiction
Orthogonal (series),https://en.wikipedia.org/wiki/Orthogonal_(series),Physics in fiction
Os (Fringe),https://en.wikipedia.org/wiki/Os_(Fringe),Physics in fiction
Physics and Star Wars,https://en.wikipedia.org/wiki/Physics_and_Star_Wars,Physics in fiction
Portal (video game),https://en.wikipedia.org/wiki/Portal_(video_game),Physics in fiction
Portal 2,https://en.wikipedia.org/wiki/Portal_2,Physics in fiction
Production and Decay of Strange Particles,https://en.wikipedia.org/wiki/Production_and_Decay_of_Strange_Particles,Physics in fiction
Quantum aesthetics,https://en.wikipedia.org/wiki/Quantum_aesthetics,Physics in fiction
Quantum singularity,https://en.wikipedia.org/wiki/Quantum_singularity,Physics in fiction
Rubber science,https://en.wikipedia.org/wiki/Rubber_science,Physics in fiction
Schrödinger's cat in popular culture,https://en.wikipedia.org/wiki/Schr%C3%B6dinger%27s_cat_in_popular_culture,Physics in fiction
Schrödinger's Kitten,https://en.wikipedia.org/wiki/Schr%C3%B6dinger%27s_Kitten,Physics in fiction
Tachyons in fiction,https://en.wikipedia.org/wiki/Tachyons_in_fiction,Physics in fiction
Technology in Star Trek,https://en.wikipedia.org/wiki/Technology_in_Star_Trek,Physics in fiction
Teleportation in fiction,https://en.wikipedia.org/wiki/Teleportation_in_fiction,Physics in fiction
Timestream,https://en.wikipedia.org/wiki/Timestream,Physics in fiction
Tipler cylinder,https://en.wikipedia.org/wiki/Tipler_cylinder,Physics in fiction
Ultrawave,https://en.wikipedia.org/wiki/Ultrawave,Physics in fiction
Young Sheldon,https://en.wikipedia.org/wiki/Young_Sheldon,Physics in fiction
Wikipedia:FAQ/Categorization,https://en.wikipedia.org/wiki/Wikipedia:FAQ/Categorization#Why_might_a_category_list_not_be_up_to_date?,Fringe physics
Allais effect,https://en.wikipedia.org/wiki/Allais_effect,Fringe physics
Anti-gravity,https://en.wikipedia.org/wiki/Anti-gravity,Fringe physics
Brilliant Light Power,https://en.wikipedia.org/wiki/Brilliant_Light_Power,Fringe physics
Cold fusion,https://en.wikipedia.org/wiki/Cold_fusion,Fringe physics
Constructor theory,https://en.wikipedia.org/wiki/Constructor_theory,Fringe physics
Dean drive,https://en.wikipedia.org/wiki/Dean_drive,Fringe physics
Death ray,https://en.wikipedia.org/wiki/Death_ray,Fringe physics
Electrogravitics,https://en.wikipedia.org/wiki/Electrogravitics,Fringe physics
Energy Catalyzer,https://en.wikipedia.org/wiki/Energy_Catalyzer,Fringe physics
Gravitational shielding,https://en.wikipedia.org/wiki/Gravitational_shielding,Fringe physics
Hafnium controversy,https://en.wikipedia.org/wiki/Hafnium_controversy,Fringe physics
Heim theory,https://en.wikipedia.org/wiki/Heim_theory,Fringe physics
Burkhard Heim,https://en.wikipedia.org/wiki/Burkhard_Heim,Fringe physics
Corentin Louis Kervran,https://en.wikipedia.org/wiki/Corentin_Louis_Kervran,Fringe physics
Antonio Longoria,https://en.wikipedia.org/wiki/Antonio_Longoria,Fringe physics
Magnetospheric eternally collapsing object,https://en.wikipedia.org/wiki/Magnetospheric_eternally_collapsing_object,Fringe physics
Mass formula,https://en.wikipedia.org/wiki/Mass_formula,Fringe physics
Matter wave clock,https://en.wikipedia.org/wiki/Matter_wave_clock,Fringe physics
Harry Grindell Matthews,https://en.wikipedia.org/wiki/Harry_Grindell_Matthews,Fringe physics
Newman's energy machine,https://en.wikipedia.org/wiki/Newman%27s_energy_machine,Fringe physics
Non-standard cosmology,https://en.wikipedia.org/wiki/Non-standard_cosmology,Fringe physics
Patterson power cell,https://en.wikipedia.org/wiki/Patterson_power_cell,Fringe physics
Plasma cosmology,https://en.wikipedia.org/wiki/Plasma_cosmology,Fringe physics
Polarizable vacuum,https://en.wikipedia.org/wiki/Polarizable_vacuum,Fringe physics
Harold E. Puthoff,https://en.wikipedia.org/wiki/Harold_E._Puthoff,Fringe physics
Quantized inertia,https://en.wikipedia.org/wiki/Quantized_inertia,Fringe physics
Quantum vacuum thruster,https://en.wikipedia.org/wiki/Quantum_vacuum_thruster,Fringe physics
Reactionless drive,https://en.wikipedia.org/wiki/Reactionless_drive,Fringe physics
RF resonant cavity thruster,https://en.wikipedia.org/wiki/RF_resonant_cavity_thruster,Fringe physics
Jack Sarfatti,https://en.wikipedia.org/wiki/Jack_Sarfatti,Fringe physics
Shaft passer,https://en.wikipedia.org/wiki/Shaft_passer,Fringe physics
Stochastic electrodynamics,https://en.wikipedia.org/wiki/Stochastic_electrodynamics,Fringe physics
Tired light,https://en.wikipedia.org/wiki/Tired_light,Fringe physics
Tractor beam,https://en.wikipedia.org/wiki/Tractor_beam,Fringe physics
U-bit,https://en.wikipedia.org/wiki/U-bit,Fringe physics
United States gravity control propulsion research,https://en.wikipedia.org/wiki/United_States_gravity_control_propulsion_research,Fringe physics
Tom Van Flandern,https://en.wikipedia.org/wiki/Tom_Van_Flandern,Fringe physics
Voodoo Science,https://en.wikipedia.org/wiki/Voodoo_Science,Fringe physics
George Woodward Warder,https://en.wikipedia.org/wiki/George_Woodward_Warder,Fringe physics
